Ticker,Event_Target_Date,Event_Actual_Date,Volatility_90d_Annualized,CAR_minus5_to_plus5
BRAM.JK,2024-03-28,2024-03-28,0.28280883483239083,-0.03698145413775052
BREN.JK,2024-03-19,2024-03-19,0.8984515919057315,-0.22746113958407885
BRMS.JK,2024-04-02,2024-04-02,0.4096167394240886,0.0974159466508042
BRNA.JK,2024-03-31,2024-04-01,0.5447269626367658,-0.11427777153782342
BSML.JK,2024-03-30,2024-04-01,0.7684597735405617,0.023722824713500817
BSSR.JK,2024-03-22,2024-03-22,0.22241081336666,0.014713778435035334
BTEK.JK,2024-03-31,2024-04-01,0.0,-0.8751345058398328
BUDI.JK,2024-03-28,2024-03-28,0.303160033691225,0.06106651216601938
BUKA.JK,2024-03-23,2024-03-25,0.3376509161071749,0.04574361104353808
BWPT.JK,2024-03-03,2024-03-04,0.24819930703019163,0.09015438900201266
BYAN.JK,2024-03-04,2024-03-04,0.2014555035179473,-0.01249989106497679
CAMP.JK,2024-04-01,2024-04-01,0.3177277621690543,0.14406253267546226
CANI.JK,2024-09-27,2024-09-27,0.8162824797104232,0.026875355991049284
CASH.JK,2024-03-30,2024-04-01,0.712511176632163,-0.10203642085241668
CBPE.JK,2024-10-22,2024-10-22,0.6164342364713514,0.06784451950766235
CBUT.JK,2024-03-26,2024-03-26,0.8899311022360118,-0.1522593463149419
CEKA.JK,2024-03-19,2024-03-19,0.11370449868348262,0.003909924479064235
CFIN.JK,2024-02-23,2024-02-23,0.31396029081686216,0.041998942544108006
CGAS.JK,2024-05-17,2024-05-17,1.9787307233781304,0.014365657979633732
CHIP.JK,2024-03-26,2024-03-26,0.486728672068575,0.014849352993717709
CITA.JK,2024-03-28,2024-03-28,0.7387123913171069,-0.03505481930723965
CLAY.JK,2024-04-01,2024-04-01,0.8310856553705254,-0.08665472843712277
CLEO.JK,2024-04-03,2024-04-03,0.31738199235840114,0.11820308808378817
CMPP.JK,2024-05-13,2024-05-13,0.4992266384606941,0.030874433989589122
CMRY.JK,2024-03-06,2024-03-06,0.3499431821647321,0.07167503156719526
CNKO.JK,2024-03-18,2024-03-18,0.0,-0.09999999999999998
COAL.JK,2024-05-29,2024-05-29,0.12002654404197864,-0.36542201311785233
COCO.JK,2024-04-01,2024-04-01,0.4848978696927353,0.1302557445215332
CRAB.JK,2024-03-28,2024-03-28,0.4318117533843249,0.24894883378827215
CRSN.JK,2024-03-27,2024-03-27,0.43907966725723807,0.0020685654550040007
CSRA.JK,2024-04-27,2024-04-29,0.3816503241843527,-0.03270193007068357
DADA.JK,2024-04-01,2024-04-01,1.3643894841924686,0.2996888644063273
DART.JK,2024-05-22,2024-05-22,0.7343171238527475,-0.03199473991755078
DCII.JK,2024-03-19,2024-03-19,0.8068646289952252,0.011906027502143765
DEFI.JK,2024-03-27,2024-03-27,0.0,0.0
DEWA.JK,2024-04-18,2024-04-18,0.5266103792128276,0.03159267189342704
DFAM.JK,2024-03-28,2024-03-28,0.6518823382821709,-0.001728267032615221
DGIK.JK,2024-03-28,2024-03-28,0.3352182408246978,-0.040369958113387845
DGNS.JK,2024-03-04,2024-03-04,0.38990659622406265,0.13935683205994948
DLTA.JK,2024-05-20,2024-05-20,0.09936324769773144,0.04794693880649428
DMND.JK,2024-03-28,2024-03-28,0.17848366375966324,-0.04333295074760394
DOID.JK,2024-03-13,2024-03-13,0.35619660880583975,0.2521190530321669
DOOH.JK,2024-05-13,2024-05-13,0.9599259293409567,-0.039224061710932095
DPUM.JK,2024-04-09,2024-04-16,0.6866598130745469,-0.1293962925507537
DRMA.JK,2024-03-04,2024-03-04,0.5296384811025023,-0.06795918365979875
DSNG.JK,2024-03-04,2024-03-04,0.2540536594237774,0.13909410050145476
DSSA.JK,2024-04-18,2024-04-18,0.8561756490781461,-0.10292544623478767
EKAD.JK,2024-03-28,2024-03-28,0.1119302578795759,-0.00820042942671472
ELPI.JK,2024-03-29,2024-04-01,0.4430632844578387,-0.12398074370797177
ELSA.JK,2024-02-29,2024-02-29,0.2842474580733924,-0.0388383540274036
ENAK.JK,2024-05-16,2024-05-16,0.34449147496747057,-0.007278448057680154
ENRG.JK,2024-03-31,2024-04-01,0.4321761706474972,0.05138623586775056
ENVY.JK,2024-04-03,2024-04-03,0.0,0.0
ENZO.JK,2024-03-28,2024-03-28,0.27470431350604996,-0.7969904077049241
ERTX.JK,2024-04-01,2024-04-01,0.5519749405976626,0.05671385362969927
ESIP.JK,2024-03-29,2024-04-01,0.0,-0.8751344700020055
ESTA.JK,2024-05-29,2024-05-29,0.5420539242887039,0.14746045236689617
ESTI.JK,2024-03-27,2024-03-27,0.21842893561147594,-0.6250016622785763
EXCL.JK,2024-02-29,2024-02-29,0.3938012173928042,0.08794729460139723
FAPA.JK,2024-04-05,2024-04-05,0.06372672512252814,-8.698535546667822e-05
FIMP.JK,2024-04-01,2024-04-01,0.6769653898432385,-0.22399956253968872
FISH.JK,2024-03-31,2024-04-01,0.024159182387109724,-0.0022349951728589425
FOOD.JK,2024-04-03,2024-04-03,0.9357693977281897,0.027159504802454826
FUJI.JK,2024-02-26,2024-02-26,0.5197166394493147,-0.03317951684361112
FWCT.JK,2024-03-29,2024-04-01,0.5508732554560382,0.5772749926671281
GDST.JK,2024-03-31,2024-04-01,0.3934582804325852,-0.21015274029144881
GDYR.JK,2024-03-30,2024-04-01,0.37044442302553054,-0.08538415362591847
GEMS.JK,2024-03-30,2024-04-01,0.11609247521891018,0.02673919636216345
GHON.JK,2024-03-28,2024-03-28,0.2575763160092944,0.007123158381716315
GMFI.JK,2024-04-02,2024-04-02,0.1874097386767227,-0.17149249420119292
GTBO.JK,2024-04-16,2024-04-16,0.940639465322836,-0.1996640170578445
GTRA.JK,2024-03-26,2024-03-26,1.0940977652760306,-0.046398351242662936
GTSI.JK,2024-03-30,2024-04-01,0.1498584679341948,0.0019317565710029975
GULA.JK,2024-03-29,2024-04-01,0.755731156681387,0.01079065155782278
GZCO.JK,2024-03-30,2024-04-01,0.8675273885109434,-0.23417349963638864
HADE.JK,2024-03-28,2024-03-28,2.758064556872293,-0.04092592592592595
HAIS.JK,2024-03-18,2024-03-18,0.4027281279977122,0.10893490003259032
HDFA.JK,2024-04-30,2024-04-30,0.7416042440035405,0.042261985561103416
HEAL.JK,2024-03-28,2024-03-28,0.2697424570759856,-0.01877797783377477
HILL.JK,2024-04-02,2024-04-02,0.401490509299887,-0.24055126459367837
HITS.JK,2024-04-03,2024-04-03,0.5824047247513191,-0.01618016439306387
HOMI.JK,2024-03-28,2024-03-28,0.46075933023510574,0.014807497493555255
HOPE.JK,2024-04-07,2024-04-16,0.5878293790798476,-0.08149557280477601
HRTA.JK,2024-03-25,2024-03-25,0.3255273038734251,0.07625494552261503
HRUM.JK,2024-05-17,2024-05-17,0.46805797799884763,-0.015912499947203826
